trial_type,vertex,chromo,spatial_act
Stim C3,3990,HbR,-0.6325112420007789
Stim C3,3991,HbO,1.3581932301752724
Stim C3,3991,HbR,-0.543277292070109
Stim C3,3992,HbO,0.0001727514582747246
Stim C3,3992,HbR,-6.910058330988984e-05
Stim C3,3993,HbO,8.298998712102017e-05
Stim C3,3993,HbR,-3.319599484840807e-05
Stim C3,3994,HbO,1.3068508818414086
Stim C3,3994,HbR,-0.5227403527365635
Stim C3,3995,HbO,0.26464529966413164
Stim C3,3995,HbR,-0.10585811986565266
Stim C3,3996,HbO,0.4287372926348159
Stim C3,3996,HbR,-0.17149491705392636
Stim C3,3997,HbO,3.1647341037829775e-05
Stim C3,3997,HbR,-1.265893641513191e-05
Stim C3,3998,HbO,0.5133026496282882
Stim C3,3998,HbR,-0.2053210598513153
Stim C3,3999,HbO,0.9444999017879533
Stim C3,3999,HbR,-0.37779996071518135
Stim C3,4000,HbO,0.1624924880900525
Stim C3,4000,HbR,-0.06499699523602101
Stim C3,4001,HbO,0.7040437181331136
Stim C3,4001,HbR,-0.2816174872532454
Stim C3,4002,HbO,0.9470149666275863
Stim C3,4002,HbR,-0.3788059866510346
Stim C3,4003,HbO,4.189570133384366e-07
Stim C3,4003,HbR,-1.6758280533537468e-07
Stim C3,4004,HbO,0.9045907160445549
Stim C3,4004,HbR,-0.36183628641782195
Stim C3,4005,HbO,0.9912235325946889
Stim C3,4005,HbR,-0.3964894130378756
Stim C3,4006,HbO,1.0906633112748394
Stim C3,4006,HbR,-0.43626532450993577
Stim C3,4007,HbO,1.0564529854692788
Stim C3,4007,HbR,-0.42258119418771156
Stim C3,4008,HbO,1.2712515839402172
Stim C3,4008,HbR,-0.5085006335760869
Stim C3,4009,HbO,1.118614043574478e-07
Stim C3,4009,HbR,-4.4744561742979136e-08
Stim C3,4010,HbO,1.3537597615503016
Stim C3,4010,HbR,-0.5415039046201208
Stim C3,4011,HbO,8.678125734806272e-08
Stim C3,4011,HbR,-3.4712502939225087e-08
Stim C3,4012,HbO,1.221297871075755
Stim C3,4012,HbR,-0.4885191484303019
Stim C3,4013,HbO,9.28996862440778e-08
Stim C3,4013,HbR,-3.715987449763112e-08
Stim C3,4014,HbO,0.00972440810610625
Stim C3,4014,HbR,-0.0038897632424425
Stim C3,4015,HbO,0.009664087516032116
Stim C3,4015,HbR,-0.003865635006412847
Stim C3,4016,HbO,2.3395588329513218e-08
Stim C3,4016,HbR,-9.358235331805287e-09
Stim C3,4017,HbO,0.012223120507816817
Stim C3,4017,HbR,-0.004889248203126727
Stim C3,4018,HbO,0.015331734137540706
Stim C3,4018,HbR,-0.006132693655016284
Stim C3,4019,HbO,0.005401786490682452
Stim C3,4019,HbR,-0.002160714596272981
Stim C3,4020,HbO,0.0036887767473588492
Stim C3,4020,HbR,-0.0014755106989435395
Stim C3,4021,HbO,0.0004646394763748732
Stim C3,4021,HbR,-0.00018585579054994928
Stim C3,4022,HbO,0.0021749273094478516
Stim C3,4022,HbR,-0.0008699709237791407
Stim C3,4023,HbO,0.00018272102571028256
Stim C3,4023,HbR,-7.308841028411303e-05
Stim C3,4024,HbO,0.0004509405902148756
Stim C3,4024,HbR,-0.0001803762360859502
Stim C3,4025,HbO,8.218365913345244e-05
Stim C3,4025,HbR,-3.2873463653380977e-05
Stim C3,4026,HbO,0.0008745812404809993
Stim C3,4026,HbR,-0.0003498324961923997
Stim C3,4027,HbO,1.6594783609245556e-14
Stim C3,4027,HbR,-6.637913443698223e-15
Stim C3,4028,HbO,3.4127055911842094e-15
Stim C3,4028,HbR,-1.3650822364736838e-15
Stim C3,4029,HbO,2.28953427111197e-08
Stim C3,4029,HbR,-9.15813708444788e-09
Stim C3,4030,HbO,8.175948038279875e-07
Stim C3,4030,HbR,-3.2703792153119503e-07
Stim C3,4031,HbO,1.1947521210632034e-15
Stim C3,4031,HbR,-4.779008484252814e-16
Stim C3,4032,HbO,8.808963675511716e-08
Stim C3,4032,HbR,-3.5235854702046865e-08
Stim C3,4033,HbO,8.405971133598964e-21
Stim C3,4033,HbR,-3.362388453439585e-21
Stim C3,4034,HbO,7.023873241669285e-21
Stim C3,4034,HbR,-2.8095492966677136e-21
Stim C3,4035,HbO,3.638739921849454e-21
Stim C3,4035,HbR,-1.4554959687397816e-21
Stim C3,4036,HbO,4.4195438083167686e-20
Stim C3,4036,HbR,-1.7678175233267078e-20
Stim C3,4037,HbO,2.7130734720627994e-12
Stim C3,4037,HbR,-1.08522938882512e-12
Stim C3,4038,HbO,4.703226380025596e-13
Stim C3,4038,HbR,-1.8812905520102385e-13
Stim C3,4039,HbO,6.341749027029981e-19
Stim C3,4039,HbR,-2.536699610811993e-19
Stim C3,4040,HbO,2.9410152766202907e-19
Stim C3,4040,HbR,-1.1764061106481162e-19
Stim C3,4041,HbO,2.20444945722157e-19
Stim C3,4041,HbR,-8.817797828886281e-20
Stim C3,4042,HbO,1.1697432151764117e-21
Stim C3,4042,HbR,-4.678972860705647e-22
Stim C3,4043,HbO,1.3429411843340093e-19
Stim C3,4043,HbR,-5.3717647373360365e-20
Stim C3,4044,HbO,1.6275247656717127e-24
Stim C3,4044,HbR,-6.510099062686852e-25
Stim C3,4045,HbO,6.763615570955523e-23
Stim C3,4045,HbR,-2.70544622838221e-23
Stim C3,4046,HbO,7.666800364190461e-26
Stim C3,4046,HbR,-3.066720145676184e-26
Stim C3,4047,HbO,4.542774702546829e-27
Stim C3,4047,HbR,-1.817109881018732e-27
Stim C3,4048,HbO,9.341873697506135e-27
Stim C3,4048,HbR,-3.736749479002454e-27
Stim C3,4049,HbO,1.6199653795324498e-26
Stim C3,4049,HbR,-6.4798615181298e-27
Stim C3,4050,HbO,1.3170602084815447e-29
Stim C3,4050,HbR,-5.268240833926178e-30
Stim C3,4051,HbO,6.6270564272870285e-21
Stim C3,4051,HbR,-2.650822570914811e-21
Stim C3,4052,HbO,2.2577263630127868e-29
Stim C3,4052,HbR,-9.030905452051149e-30
Stim C3,4053,HbO,0.08775705883348214
Stim C3,4053,HbR,-0.03510282353339286
Stim C3,4054,HbO,0.18681868266654264
Stim C3,4054,HbR,-0.07472747306661706
Stim C3,4055,HbO,0.08768029384645361
Stim C3,4055,HbR,-0.03507211753858144
Stim C3,4056,HbO,0.2827558148539809
Stim C3,4056,HbR,-0.11310232594159236
Stim C3,4057,HbO,0.34773195078189484
Stim C3,4057,HbR,-0.13909278031275793
Stim C3,4058,HbO,0.026806228314497797
Stim C3,4058,HbR,-0.010722491325799121
Stim C3,4059,HbO,0.03821288229645009
Stim C3,4059,HbR,-0.015285152918580036
Stim C3,4060,HbO,1.1139266063259141
Stim C3,4060,HbR,-0.44557064253036566
Stim C3,4061,HbO,0.06320690905155872
Stim C3,4061,HbR,-0.025282763620623486
Stim C3,4062,HbO,1.569329280745559
Stim C3,4062,HbR,-0.6277317122982236
Stim C3,4063,HbO,0.1061652077385526
Stim C3,4063,HbR,-0.042466083095421055
Stim C3,4064,HbO,2.794856780240987
Stim C3,4064,HbR,-1.117942712096395
Stim C3,4065,HbO,0.17926315944497806
Stim C3,4065,HbR,-0.07170526377799123
Stim C3,4066,HbO,3.186228344723678
Stim C3,4066,HbR,-1.2744913378894713
Stim C3,4067,HbO,2.9753996427465514
Stim C3,4067,HbR,-1.1901598570986207
Stim C3,4068,HbO,0.00040606243441751184
Stim C3,4068,HbR,-0.00016242497376700476
Stim C3,4069,HbO,0.0004540388425277871
Stim C3,4069,HbR,-0.00018161553701111485
Stim C3,4070,HbO,2.116794194888289
Stim C3,4070,HbR,-0.8467176779553158
Stim C3,4071,HbO,0.0002702632630339304
Stim C3,4071,HbR,-0.00010810530521357216
Stim C3,4072,HbO,0.0001621494379440525
Stim C3,4072,HbR,-6.485977517762102e-05
Stim C3,4073,HbO,0.3837073186036844
Stim C3,4073,HbR,-0.15348292744147377
Stim C3,4074,HbO,1.3457004180104364
Stim C3,4074,HbR,-0.5382801672041746
Stim C3,4075,HbO,1.5966332307936444
Stim C3,4075,HbR,-0.6386532923174577
Stim C3,4076,HbO,0.20461068890449255
Stim C3,4076,HbR,-0.08184427556179702
Stim C3,4077,HbO,0.7580965882079048
Stim C3,4077,HbR,-0.303238635283162
Stim C3,4078,HbO,1.4040085884939942e-05
Stim C3,4078,HbR,-5.6160343539759764e-06
Stim C3,4079,HbO,4.3267416450110494e-07
Stim C3,4079,HbR,-1.7306966580044198e-07
Stim C3,4080,HbO,4.894831914937302e-07
Stim C3,4080,HbR,-1.9579327659749207e-07
Stim C3,4081,HbO,6.07812703401908e-07
Stim C3,4081,HbR,-2.4312508136076317e-07
Stim C3,4082,HbO,1.0643563487962873
Stim C3,4082,HbR,-0.42574253951851493
Stim C3,4083,HbO,0.07258142414505221
Stim C3,4083,HbR,-0.029032569658020892
Stim C3,4084,HbO,1.362329471129404e-07
Stim C3,4084,HbR,-5.449317884517616e-08
Stim C3,4085,HbO,1.4246616933024384e-06
Stim C3,4085,HbR,-5.698646773209754e-07
Stim C3,4086,HbO,1.8768002275996356e-06
Stim C3,4086,HbR,-7.507200910398544e-07
Stim C3,4087,HbO,4.369768888928619e-06
Stim C3,4087,HbR,-1.7479075555714476e-06
Stim C3,4088,HbO,1.2118963573704082
Stim C3,4088,HbR,-0.48475854294816334
Stim C3,4089,HbO,1.5291370660630885
Stim C3,4089,HbR,-0.6116548264252355
Stim C3,4090,HbO,1.5225605380345766
Stim C3,4090,HbR,-0.6090242152138305
Stim C3,4091,HbO,1.4313009593536152
Stim C3,4091,HbR,-0.5725203837414461
Stim C3,4092,HbO,0.023605981346845467
Stim C3,4092,HbR,-0.009442392538738187
Stim C3,4093,HbO,0.03062421489906009
Stim C3,4093,HbR,-0.012249685959624034
Stim C3,4094,HbO,3.949183534966356e-10
Stim C3,4094,HbR,-1.5796734139865425e-10
Stim C3,4095,HbO,1.1297460099172302e-10
Stim C3,4095,HbR,-4.518984039668922e-11
Stim C3,4096,HbO,2.196412271284559e-14
Stim C3,4096,HbR,-8.785649085138238e-15
Stim C3,4097,HbO,0.00041844960884234676
Stim C3,4097,HbR,-0.0001673798435369387
Stim C3,4098,HbO,0.00022053390640907217
Stim C3,4098,HbR,-8.821356256362886e-05
Stim C3,4099,HbO,0.0011062015541903301
Stim C3,4099,HbR,-0.0004424806216761321
Stim C3,4100,HbO,0.0005503622045683293
Stim C3,4100,HbR,-0.00022014488182733172
Stim C3,4101,HbO,6.540999903508204e-15
Stim C3,4101,HbR,-2.6163999614032823e-15
Stim C3,4102,HbO,4.081219280090187e-15
Stim C3,4102,HbR,-1.6324877120360753e-15
Stim C3,4103,HbO,2.145755352220292e-15
Stim C3,4103,HbR,-8.583021408881168e-16
Stim C3,4104,HbO,2.603271269793991e-07
Stim C3,4104,HbR,-1.0413085079175963e-07
Stim C3,4105,HbO,2.446180842139445e-07
Stim C3,4105,HbR,-9.784723368557784e-08
Stim C3,4106,HbO,1.6296567025310447e-06
Stim C3,4106,HbR,-6.518626810124178e-07
Stim C3,4107,HbO,5.991967403275466e-09
Stim C3,4107,HbR,-2.3967869613101867e-09
Stim C3,4108,HbO,9.466095325247305e-18
Stim C3,4108,HbR,-3.786438130098923e-18
Stim C3,4109,HbO,3.536495970147765e-11
Stim C3,4109,HbR,-1.4145983880591064e-11
Stim C3,4110,HbO,7.657005639840835e-20
Stim C3,4110,HbR,-3.062802255936334e-20
Stim C3,4111,HbO,1.7042475619838665e-10
Stim C3,4111,HbR,-6.816990247935466e-11
Stim C3,4112,HbO,3.652280482858731e-21
Stim C3,4112,HbR,-1.460912193143493e-21
Stim C3,4113,HbO,2.837085506038565e-19
Stim C3,4113,HbR,-1.1348342024154261e-19
Stim C3,4114,HbO,2.0669210802529376e-21
Stim C3,4114,HbR,-8.267684321011751e-22
Stim C3,4115,HbO,9.098435094800248e-15
Stim C3,4115,HbR,-3.6393740379201e-15
Stim C3,4116,HbO,4.369032290506269e-20
Stim C3,4116,HbR,-1.7476129162025078e-20
Stim C3,4117,HbO,9.601982287630492e-22
Stim C3,4117,HbR,-3.8407929150521973e-22
Stim C3,4118,HbO,6.18078936493285e-20
Stim C3,4118,HbR,-2.47231574597314e-20
Stim C3,4119,HbO,4.4831797035059734e-20
Stim C3,4119,HbR,-1.7932718814023895e-20
Stim C3,4120,HbO,8.067965263065348e-21
Stim C3,4120,HbR,-3.227186105226139e-21
Stim C3,4121,HbO,1.186462029976385e-16
Stim C3,4121,HbR,-4.7458481199055394e-17
Stim C3,4122,HbO,1.3479975445209754e-21
Stim C3,4122,HbR,-5.391990178083902e-22
Stim C3,4123,HbO,2.371843739405196e-25
Stim C3,4123,HbR,-9.487374957620784e-26
Stim C3,4124,HbO,8.276026071978835e-26
Stim C3,4124,HbR,-3.3104104287915345e-26
Stim C3,4125,HbO,8.610684905347492e-18
Stim C3,4125,HbR,-3.444273962138997e-18
Stim C3,4126,HbO,1.9982021425076436e-17
Stim C3,4126,HbR,-7.992808570030576e-18
Stim C3,4127,HbO,3.6779475671290687e-22
Stim C3,4127,HbR,-1.4711790268516274e-22
Stim C3,4128,HbO,6.537259140728755e-19
Stim C3,4128,HbR,-2.614903656291502e-19
Stim C3,4129,HbO,2.82542146963045e-16
Stim C3,4129,HbR,-1.1301685878521801e-16
Stim C3,4130,HbO,4.147505243315215e-18
Stim C3,4130,HbR,-1.6590020973260859e-18
Stim C3,4131,HbO,8.968724036829066e-17
Stim C3,4131,HbR,-3.587489614731626e-17
Stim C3,4132,HbO,1.686503296591964e-17
Stim C3,4132,HbR,-6.746013186367857e-18
Stim C3,4133,HbO,3.98846043109655e-17
Stim C3,4133,HbR,-1.59538417243862e-17
Stim C3,4134,HbO,5.219126152230869e-26
Stim C3,4134,HbR,-2.0876504608923476e-26
Stim C3,4135,HbO,1.2552747637501297e-17
Stim C3,4135,HbR,-5.02109905500052e-18
Stim C3,4136,HbO,3.102732558564678e-29
Stim C3,4136,HbR,-1.241093023425871e-29
Stim C3,4137,HbO,1.458176540338734e-27
Stim C3,4137,HbR,-5.832706161354936e-28
Stim C3,4138,HbO,7.714497559657742e-27
Stim C3,4138,HbR,-3.0857990238630968e-27
Stim C3,4139,HbO,1.4197226288286309e-27
Stim C3,4139,HbR,-5.678890515314525e-28
Stim C3,4140,HbO,4.1587620932087475e-28
Stim C3,4140,HbR,-1.663504837283499e-28
Stim C3,4141,HbO,4.0111158684633374e-29
Stim C3,4141,HbR,-1.6044463473853347e-29
Stim C3,4142,HbO,1.0291385090703236e-21
Stim C3,4142,HbR,-4.116554036281294e-22
Stim C3,4143,HbO,3.573735188394831e-24
Stim C3,4143,HbR,-1.4294940753579324e-24
Stim C3,4144,HbO,2.2986145334700663e-22
Stim C3,4144,HbR,-9.194458133880267e-23
Stim C3,4145,HbO,0.1287201188917965
Stim C3,4145,HbR,-0.05148804755671861
Stim C3,4146,HbO,0.11797246616841725
Stim C3,4146,HbR,-0.047188986467366904
Stim C3,4147,HbO,0.2615296094851126
Stim C3,4147,HbR,-0.10461184379404505
Stim C3,4148,HbO,0.5414018322868424
Stim C3,4148,HbR,-0.21656073291473701
Stim C3,4149,HbO,0.38283107453627013
Stim C3,4149,HbR,-0.1531324298145081
Stim C3,4150,HbO,0.1674561567651822
Stim C3,4150,HbR,-0.06698246270607287
Stim C3,4151,HbO,0.1075720421218533
Stim C3,4151,HbR,-0.04302881684874132
Stim C3,4152,HbO,3.340016957571896
Stim C3,4152,HbR,-1.336006783028758
Stim C3,4153,HbO,0.3086606519832896
Stim C3,4153,HbR,-0.12346426079331585
Stim C3,4154,HbO,3.4304801609487585
Stim C3,4154,HbR,-1.3721920643795036
Stim C3,4155,HbO,0.0007801666928581399
Stim C3,4155,HbR,-0.00031206667714325597
Stim C3,4156,HbO,0.3761848172640387
Stim C3,4156,HbR,-0.15047392690561545
Stim C3,4157,HbO,2.46868104149783
Stim C3,4157,HbR,-0.9874724165991322
Stim C3,4158,HbO,3.722087702164087e-05
Stim C3,4158,HbR,-1.4888350808656349e-05
Stim C3,4159,HbO,1.8110171896843084
Stim C3,4159,HbR,-0.7244068758737233
Stim C3,4160,HbO,0.9428908314765668
Stim C3,4160,HbR,-0.3771563325906268
Stim C3,4161,HbO,1.1318845645986986
Stim C3,4161,HbR,-0.4527538258394795
Stim C3,4162,HbO,0.11237880821395874
Stim C3,4162,HbR,-0.044951523285583495
Stim C3,4163,HbO,0.049631269047520805
Stim C3,4163,HbR,-0.01985250761900832
Stim C3,4164,HbO,1.6672656558242427
Stim C3,4164,HbR,-0.6669062623296972
Stim C3,4165,HbO,2.406859470145452e-09
Stim C3,4165,HbR,-9.627437880581807e-10
Stim C3,4166,HbO,7.70966727957713e-12
Stim C3,4166,HbR,-3.0838669118308526e-12
Stim C3,4167,HbO,0.0031380532393786215
Stim C3,4167,HbR,-0.0012552212957514484
Stim C3,4168,HbO,0.005275207783999725
Stim C3,4168,HbR,-0.00211008311359989
Stim C3,4169,HbO,0.002540961304565666
Stim C3,4169,HbR,-0.0010163845218262666
Stim C3,4170,HbO,0.003989190356653832
Stim C3,4170,HbR,-0.001595676142661533
Stim C3,4171,HbO,0.0020485479868734167
Stim C3,4171,HbR,-0.0008194191947493669
Stim C3,4172,HbO,0.00022236820006749233
Stim C3,4172,HbR,-8.894728002699694e-05
Stim C3,4173,HbO,0.001614347611272131
Stim C3,4173,HbR,-0.0006457390445088524
Stim C3,4174,HbO,0.0001822284922928385
Stim C3,4174,HbR,-7.289139691713541e-05
Stim C3,4175,HbO,1.6226784095450414e-14
Stim C3,4175,HbR,-6.4907136381801644e-15
Stim C3,4176,HbO,0.00036043942812717883
Stim C3,4176,HbR,-0.00014417577125087157
Stim C3,4177,HbO,1.2459269032614304e-14
Stim C3,4177,HbR,-4.983707613045722e-15
Stim C3,4178,HbO,8.602295482027318e-15
Stim C3,4178,HbR,-3.440918192810928e-15
Stim C3,4179,HbO,3.345347704504792e-14
Stim C3,4179,HbR,-1.3381390818019168e-14
Stim C3,4180,HbO,8.52844445247241e-15
Stim C3,4180,HbR,-3.4113777809889636e-15
Stim C3,4181,HbO,9.960469971407334e-15
Stim C3,4181,HbR,-3.9841879885629346e-15
Stim C3,4182,HbO,4.453333583645921e-15
Stim C3,4182,HbR,-1.781333433458369e-15
Stim C3,4183,HbO,2.3304215005983445e-15
Stim C3,4183,HbR,-9.321686002393378e-16
Stim C3,4184,HbO,6.346820715125644e-07
Stim C3,4184,HbR,-2.5387282860502576e-07
Stim C3,4185,HbO,3.040547642754306e-09
Stim C3,4185,HbR,-1.2162190571017224e-09
Stim C3,4186,HbO,8.910294952318922e-13
Stim C3,4186,HbR,-3.564117980927569e-13
Stim C3,4187,HbO,1.1740021812819718e-09
Stim C3,4187,HbR,-4.696008725127889e-10
Stim C3,4188,HbO,4.50495112374217e-11
Stim C3,4188,HbR,-1.8019804494968677e-11
Stim C3,4189,HbO,1.0053270714344211e-18
Stim C3,4189,HbR,-4.0213082857376846e-19
Stim C3,4190,HbO,6.277803424647325e-10
Stim C3,4190,HbR,-2.51112136985893e-10
Stim C3,4191,HbO,1.7203191384957863e-14
Stim C3,4191,HbR,-6.881276553983145e-15
Stim C3,4192,HbO,1.0266379382055413e-19
Stim C3,4192,HbR,-4.1065517528221647e-20
Stim C3,4193,HbO,8.041232313913927e-20
Stim C3,4193,HbR,-3.216492925565571e-20
Stim C3,4194,HbO,3.861716999353637e-21
Stim C3,4194,HbR,-1.5446867997414549e-21
Stim C3,4195,HbO,8.92726365182032e-21
Stim C3,4195,HbR,-3.570905460728128e-21
Stim C3,4196,HbO,2.380669771900912e-21
Stim C3,4196,HbR,-9.522679087603647e-22
Stim C3,4197,HbO,2.1541076343126916e-21
Stim C3,4197,HbR,-8.616430537250769e-22
Stim C3,4198,HbO,1.480169999232398e-16
Stim C3,4198,HbR,-5.920679996929591e-17
Stim C3,4199,HbO,6.537594075034358e-16
Stim C3,4199,HbR,-2.6150376300137433e-16
Stim C3,4200,HbO,2.0182316929099992e-28
Stim C3,4200,HbR,-8.072926771639998e-29
Stim C3,4201,HbO,1.8738010082364738e-16
Stim C3,4201,HbR,-7.495204032945895e-17
Stim C3,4202,HbO,1.2951475754130083e-27
Stim C3,4202,HbR,-5.180590301652033e-28
Stim C3,4203,HbO,6.509901494452731e-18
Stim C3,4203,HbR,-2.6039605977810924e-18
Stim C3,4204,HbO,5.029850972685945e-29
Stim C3,4204,HbR,-2.0119403890743783e-29
Stim C3,4205,HbO,2.841071374037408e-29
Stim C3,4205,HbR,-1.1364285496149633e-29
Stim C3,4206,HbO,4.7574923990088733e-20
Stim C3,4206,HbR,-1.90299695960355e-20
Stim C3,4207,HbO,5.8790097581105156e-27
Stim C3,4207,HbR,-2.3516039032442066e-27
Stim C3,4208,HbO,2.649649923542152e-27
Stim C3,4208,HbR,-1.059859969416861e-27
Stim C3,4209,HbO,5.191888792508866e-27
Stim C3,4209,HbR,-2.076755517003547e-27
Stim C3,4210,HbO,1.990175945695662e-21
Stim C3,4210,HbR,-7.960703782782648e-22
Stim C3,4211,HbO,3.036645150920089e-28
Stim C3,4211,HbR,-1.2146580603680356e-28
Stim C3,4212,HbO,2.19701830717954e-28
Stim C3,4212,HbR,-8.78807322871816e-29
Stim C3,4213,HbO,0.1444549627049129
Stim C3,4213,HbR,-0.05778198508196516
Stim C3,4214,HbO,0.19266893785917946
Stim C3,4214,HbR,-0.07706757514367178
Stim C3,4215,HbO,0.3255125116542184
Stim C3,4215,HbR,-0.13020500466168736
Stim C3,4216,HbO,0.012898221696356538
Stim C3,4216,HbR,-0.005159288678542616
Stim C3,4217,HbO,1.2780445113642043
Stim C3,4217,HbR,-0.5112178045456818
Stim C3,4218,HbO,0.2536593919654156
Stim C3,4218,HbR,-0.10146375678616627
Stim C3,4219,HbO,2.0024739450909386
Stim C3,4219,HbR,-0.8009895780363755
Stim C3,4220,HbO,0.5664812593353169
Stim C3,4220,HbR,-0.22659250373412682
Stim C3,4221,HbO,0.6697145072470144
Stim C3,4221,HbR,-0.26788580289880576
Stim C3,4222,HbO,0.3552470861840306
Stim C3,4222,HbR,-0.14209883447361227
Stim C3,4223,HbO,0.446345275807429
Stim C3,4223,HbR,-0.1785381103229716
Stim C3,4224,HbO,0.0005135479867830667
Stim C3,4224,HbR,-0.00020541919471322664
Stim C3,4225,HbO,0.5807853433835628
Stim C3,4225,HbR,-0.23231413735342515
Stim C3,4226,HbO,0.62975479813659
Stim C3,4226,HbR,-0.251901919254636
Stim C3,4227,HbO,2.6113721487649317
Stim C3,4227,HbR,-1.0445488595059726
Stim C3,4228,HbO,0.41038228875453664
Stim C3,4228,HbR,-0.16415291550181466
Stim C3,4229,HbO,0.3348858327279
Stim C3,4229,HbR,-0.13395433309115998
Stim C3,4230,HbO,1.4034141364798312e-05
Stim C3,4230,HbR,-5.613656545919325e-06
Stim C3,4231,HbO,0.19607050057734335
Stim C3,4231,HbR,-0.07842820023093734
Stim C3,4232,HbO,2.3004597879593645e-07
Stim C3,4232,HbR,-9.20183915183746e-08
Stim C3,4233,HbO,1.2653469372176002e-07
Stim C3,4233,HbR,-5.0613877488704e-08
Stim C3,4234,HbO,0.1530945904851577
Stim C3,4234,HbR,-0.06123783619406308
Stim C3,4235,HbO,0.07540093146059758
Stim C3,4235,HbR,-0.03016037258423903
Stim C3,4236,HbO,0.06028754376261873
Stim C3,4236,HbR,-0.024115017505047492
Stim C3,4237,HbO,2.3086746776562415e-08
Stim C3,4237,HbR,-9.234698710624967e-09
Stim C3,4238,HbO,1.6591418295379226
Stim C3,4238,HbR,-0.6636567318151692
Stim C3,4239,HbO,0.03031107230086713
Stim C3,4239,HbR,-0.012124428920346852
Stim C3,4240,HbO,0.03749590451970014
Stim C3,4240,HbR,-0.014998361807880056
Stim C3,4241,HbO,0.0186329530897456
Stim C3,4241,HbR,-0.007453181235898241
Stim C3,4242,HbO,0.007923236154191928
Stim C3,4242,HbR,-0.003169294461676771
Stim C3,4243,HbO,9.563327640352352e-11
Stim C3,4243,HbR,-3.825331056140941e-11
Stim C3,4244,HbO,0.002943235336087309
Stim C3,4244,HbR,-0.0011772941344349236
Stim C3,4245,HbO,0.008835672837732362
Stim C3,4245,HbR,-0.0035342691350929447
Stim C3,4246,HbO,0.006548058800994539
Stim C3,4246,HbR,-0.002619223520397816
Stim C3,4247,HbO,5.977107114964515e-13
Stim C3,4247,HbR,-2.390842845985806e-13
Stim C3,4248,HbO,3.338639645153491e-13
Stim C3,4248,HbR,-1.3354558580613964e-13
Stim C3,4249,HbO,0.00010728374714379134
Stim C3,4249,HbR,-4.2913498857516535e-05
Stim C3,4250,HbO,1.2982776914003135e-13
Stim C3,4250,HbR,-5.1931107656012547e-14
Stim C3,4251,HbO,0.0010071768395511337
Stim C3,4251,HbR,-0.00040287073582045345
Stim C3,4252,HbO,4.187751833815645e-05
Stim C3,4252,HbR,-1.675100733526258e-05
Stim C3,4253,HbO,0.00035039293262475205
Stim C3,4253,HbR,-0.00014015717304990082
Stim C3,4254,HbO,5.513476055199614e-15
Stim C3,4254,HbR,-2.2053904220798456e-15
Stim C3,4255,HbO,0.0003184576102766424
Stim C3,4255,HbR,-0.00012738304411065698
Stim C3,4256,HbO,3.903100518877373e-06
Stim C3,4256,HbR,-1.5612402075509492e-06
Stim C3,4257,HbO,2.206783945735874e-08
Stim C3,4257,HbR,-8.827135782943495e-09
Stim C3,4258,HbO,2.86986663793894e-07
Stim C3,4258,HbR,-1.147946655175576e-07
Stim C3,4259,HbO,6.458834172683032e-07
Stim C3,4259,HbR,-2.583533669073213e-07
Stim C3,4260,HbO,2.036457936893738e-09
Stim C3,4260,HbR,-8.145831747574951e-10
Stim C3,4261,HbO,2.6196811476383676e-17
Stim C3,4261,HbR,-1.0478724590553472e-17
Stim C3,4262,HbO,9.431895973654807e-12
Stim C3,4262,HbR,-3.772758389461922e-12
Stim C3,4263,HbO,7.11845629699949e-10
Stim C3,4263,HbR,-2.847382518799796e-10
Stim C3,4264,HbO,5.325567322551405e-11
Stim C3,4264,HbR,-2.130226929020562e-11
Stim C3,4265,HbO,1.0828670893750483e-20
Stim C3,4265,HbR,-4.331468357500193e-21
Stim C3,4266,HbO,2.0467040948945147e-20
Stim C3,4266,HbR,-8.186816379578059e-21
Stim C3,4267,HbO,6.994068726719887e-21
Stim C3,4267,HbR,-2.797627490687955e-21
Stim C3,4268,HbO,1.1443671625277395e-20
Stim C3,4268,HbR,-4.577468650110959e-21
Stim C3,4269,HbO,2.2780519678142476e-20
Stim C3,4269,HbR,-9.11220787125699e-21
Stim C3,4270,HbO,1.0774386339696895e-25
Stim C3,4270,HbR,-4.3097545358787575e-26
Stim C3,4271,HbO,4.765495004189207e-25
Stim C3,4271,HbR,-1.906198001675683e-25
Stim C3,4272,HbO,1.1663191684802139e-23
Stim C3,4272,HbR,-4.6652766739208564e-24
Stim C3,4273,HbO,1.480943278033305e-18
Stim C3,4273,HbR,-5.92377311213322e-19
Stim C3,4274,HbO,1.273572732620917e-22
Stim C3,4274,HbR,-5.094290930483669e-23
Stim C3,4275,HbO,9.094199101762977e-29
Stim C3,4275,HbR,-3.637679640705191e-29
Stim C3,4276,HbO,7.036784448349471e-18
Stim C3,4276,HbR,-2.8147137793397885e-18
Stim C3,4277,HbO,2.5398116348387824e-17
Stim C3,4277,HbR,-1.0159246539355129e-17
Stim C3,4278,HbO,5.601784883904101e-17
Stim C3,4278,HbR,-2.240713953561641e-17
Stim C3,4279,HbO,1.382604640267459e-16
Stim C3,4279,HbR,-5.530418561069837e-17
Stim C3,4280,HbO,4.1911276652043406e-27
Stim C3,4280,HbR,-1.6764510660817362e-27
Stim C3,4281,HbO,9.105893249559478e-27
Stim C3,4281,HbR,-3.6423572998237915e-27
Stim C3,4282,HbO,5.719769109485802e-21
